Idade;Genero;Cor/raca/etnia;PCD;UF onde mora;Tempo médio;Qual sua situação atual de trabalho?;Cargo Atual;Nivel;Faixa salarial;Atualmente qual a sua forma de trabalho?;Você acha que trabalhar em casa aumenta sua produtividade no trabalho?;Você acha que trabalhar em casa impede você de sair?;Você acha que trabalhar em casa lhe dá mais flexibilidade?;Você acha que trabalhar em casa economiza mais tempo?;Que tipo de trabalho tem o potencial de causar problemas físicos, como dores no pescoço, nas costas e nas pernas?;Que tipo de trabalho tem potencial para causar transtornos mentais, como estresse, ansiedade e depressão?;Você acha que trabalhar em casa impede você de entrar em contato com as pessoas?;Que tipo de trabalho mantém você focado enquanto trabalha?;Qual a forma de trabalho ideal para você?
37;Masculino;Branca;Não;RS;;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo 100% remoto
33;Feminino;Parda;Não;SP;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
59;Masculino;Branca;Não;RJ;;Servidor Público;Outras Engenharias (não inclui dev);Sênior;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% presencial
26;Feminino;Branca;Não;BA;;Empregado (CLT);Analytics Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
27;Masculino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Masculino;Parda;Não;SP;;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
37;Masculino;Branca;Não;SC;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
37;Masculino;Branca;Não;MG;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Masculino;Branca;Não;MT;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% remoto
29;Masculino;Amarela;Não;PR;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
31;Masculino;Branca;Não;MG;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
27;Feminino;Parda;Não;RJ;;Empregado (CLT);Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42;Masculino;Parda;Não;ES;;Servidor Público;Outras Engenharias (não inclui dev);Sênior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
30;Masculino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
50;Masculino;Branca;Não;SP;;Empregado (CLT);;;Acima de R$ 40.001/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
21;Masculino;Parda;Não;SP;;Somente Estudante (graduação);;;;;;;;;;;;;
26;Masculino;Branca;Não;SP;;Empregado (CLT);Analytics Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
36;Feminino;Parda;Não;SP;;Empregado (CLT);Analista de Negócios/Business Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Masculino;Preta;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
43;Feminino;Parda;Não;MG;;Empregado (CLT);Analista de BI/BI Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
31;Feminino;Branca;Não;;;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27;Feminino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Suporte/Analista Técnico;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% presencial
31;Masculino;Branca;Não;PE;;Desempregado, buscando recolocação;;;;;;;;;;;;;
28;Feminino;Branca;Não;;;Desempregado, buscando recolocação;;;;;;;;;;;;;
26;Masculino;Branca;Não;PR;;Empreendedor ou Empregado (CNPJ);;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Feminino;Branca;Não;RN;;Desempregado, buscando recolocação;;;;;;;;;;;;;
30;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Júnior;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31;Feminino;Parda;Não;MG;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
32;Masculino;Parda;Não;CE;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
30;Masculino;Branca;Não;PE;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42;Masculino;Preta;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35;Masculino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
32;Masculino;Parda;Não;BA;;Servidor Público;;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% remoto
29;Feminino;Branca;Não;MG;;Desempregado, buscando recolocação;;;;;;;;;;;;;
41;Masculino;Branca;Não;DF;;Empregado (CLT);;;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
44;Masculino;Branca;Não;BA;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
23;Feminino;Branca;Não;PR;;Estagiário;Cientista de Dados/Data Scientist;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
29;Masculino;Branca;Não;MG;;Empregado (CLT);;;de R$ 30.001/mês a R$ 40.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
21;Masculino;Branca;Não;SP;;Estagiário;Cientista de Dados/Data Scientist;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
27;Masculino;Parda;Não;MG;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29;Masculino;Parda;Não;RJ;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Masculino;Parda;Não;PA;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
30;Masculino;Parda;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34;Masculino;Parda;Não;SP;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34;Masculino;Branca;Não;SP;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
70;Masculino;Branca;Não;DF;;Empregado (CLT);Estatístico;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25;Feminino;Branca;Não;MA;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34;Feminino;Branca;Não;RS;;Empregado (CLT);Outra Opção;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Feminino;Branca;Não;AM;;Somente Estudante (pós-graduação);;;;;;;;;;;;;
35;Masculino;Branca;Não;RS;;Empregado (CLT);;;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31;Masculino;Branca;Não;SC;;Estagiário;Analista de Suporte/Analista Técnico;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo 100% remoto
27;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
28;Masculino;Branca;Não;CE;;Empreendedor ou Empregado (CNPJ);Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Masculino;Branca;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
38;Feminino;Parda;Sim;SP;;Empregado (CLT);Analista de Negócios/Business Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Masculino;Branca;Não;PR;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
22;Masculino;Preta;Não;PA;;Estagiário;Outra Opção;Júnior;Menos de R$ 1.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33;Feminino;Branca;Não;MG;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27;Masculino;Branca;Não;ES;;Empreendedor ou Empregado (CNPJ);;;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
38;Masculino;Branca;Não;SP;;Servidor Público;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
47;Masculino;Parda;Não;SP;;Empregado (CLT);Outra Opção;Sênior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
43;Masculino;Parda;Não;SP;;Empreendedor ou Empregado (CNPJ);;;de R$ 25.001/mês a R$ 30.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24;Masculino;Branca;Não;SC;;Empregado (CLT);Cientista de Dados/Data Scientist;Júnior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27;Masculino;Amarela;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
19;Masculino;Parda;Não;SP;;Somente Estudante (graduação);;;;;;;;;;;;;
35;Feminino;Parda;Não;RJ;;Empregado (CLT);Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
40;Masculino;Branca;Não;SC;;Empreendedor ou Empregado (CNPJ);;;de R$ 30.001/mês a R$ 40.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35;Masculino;Parda;Não;ES;;Empregado (CLT);Outra Opção;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36;Masculino;Branca;Não;SP;;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
34;Masculino;Branca;Não;SP;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Feminino;Parda;Não;AM;;Empreendedor ou Empregado (CNPJ);Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31;Masculino;Branca;Não;PR;;Empregado (CLT);DBA/Administrador de Banco de Dados;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
19;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
33;Masculino;Parda;Não;SC;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
32;Masculino;Branca;Não;SC;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
40;Masculino;Parda;Sim;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Masculino;Branca;Não;RJ;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34;Masculino;Parda;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37;Masculino;Branca;Não;MG;;Empreendedor ou Empregado (CNPJ);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
48;Masculino;Parda;Não;RJ;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
29;Masculino;Parda;Não;MG;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24;Masculino;Branca;Não;CE;;Empregado (CLT);Analista de BI/BI Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31;Feminino;Branca;Não;SP;;Empregado (CLT);;;de R$ 25.001/mês a R$ 30.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37;Masculino;Branca;Não;SP;;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;Acima de R$ 40.001/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
